ID,Title_Name,Year,Rating,Runtime,Genres,Release_Date,Release_Country,10,9,8,7,6,5,4,3,2,1,Rank_All_All_Ages,Rank_All_<18,Rank_All_18-29,Rank_All_30-44,Rank_All_45+,Rank_Male_All_Ages,Rank_Male_<18,Rank_Male_18-29,Rank_Male_30-44,Rank_Male_45+,Rank_Female_All_Ages,Rank_Female_<18,Rank_Female_18-29,Rank_Female_30-44,Rank_Female_45+,Count_All_All_Ages,Count_All_<18,Count_All_18-29,Count_All_30-44,Count_All_45+,Count_Male_All_Ages,Count_Male_<18,Count_Male_18-29,Count_Male_30-44,Count_Male_45+,Count_Female_All_Ages,Count_Female_<18,Count_Female_18-29,Count_Female_30-44,Count_Female_45+
0266697/,Kill Bill: Vol. 1,2003,R,111,"Action, Crime, Thriller",2003-10-10,USA,180477.0,234968.0,293784.0,148198.0,54871.0,23814.0,12159.0,8450.0,7007.0,16096.0,8.1,8.3,8.2,8.1,7.9,8.1,8.4,8.2,8.1,7.9,8.1,8.1,8.2,8.1,7.7,979824.0,631.0,193124.0,416753.0,91225.0,614732.0,453.0,151074.0,346898.0,77464.0,122747.0,103.0,38249.0,64353.0,12176.0
0116282/,Fargo,1996,R,98,"Crime, Drama, Thriller",1996-04-05,USA,97589.0,148467.0,190484.0,100613.0,34586.0,12761.0,5855.0,3551.0,2479.0,6037.0,8.1,8.1,8.1,8.1,8.3,8.1,8.2,8.1,8.1,8.3,8.0,7.8,7.9,7.9,8.3,602422.0,242.0,98717.0,247850.0,87570.0,389081.0,195.0,82766.0,213124.0,72766.0,63071.0,35.0,14387.0,31766.0,13440.0
0353969/,Memories of Murder,2003,Not Rated,132,"Action, Crime, Drama",2003-05-02,South Korea,21065.0,31833.0,43289.0,21143.0,6266.0,2378.0,975.0,571.0,446.0,1393.0,8.1,8.2,8.3,8.1,7.7,8.1,8.4,8.4,8.1,7.7,7.9,7.2,8.1,7.9,7.7,129359.0,107.0,29610.0,53292.0,9676.0,86241.0,76.0,25559.0,47372.0,8304.0,10726.0,18.0,3512.0,5284.0,1187.0
0046438/,Tokyo Story,1953,Not Rated,136,Drama,1972-03-13,USA,12495.0,9808.0,13337.0,7469.0,2936.0,1549.0,730.0,507.0,424.0,1528.0,8.2,7.7,8.3,8.1,8.2,8.2,7.7,8.3,8.1,8.2,8.1,7.8,8.1,8.1,8.2,50783.0,49.0,9085.0,18886.0,7245.0,31566.0,29.0,7671.0,16468.0,6022.0,4875.0,16.0,1277.0,2218.0,1124.0
0041959/,The Third Man,1949,Approved,93,"Film-Noir, Mystery, Thriller",1949-10-12,France,34049.0,34459.0,41481.0,24918.0,9971.0,4411.0,2116.0,1226.0,796.0,2283.0,8.1,8.1,8.1,8.1,8.3,8.1,8.3,8.1,8.1,8.3,8.0,7.5,7.9,8.0,8.3,155710.0,71.0,21296.0,60322.0,31097.0,100925.0,50.0,18079.0,52558.0,26621.0,14690.0,18.0,2966.0,7155.0,4019.0
0047296/,On the Waterfront,1954,Approved,108,"Crime, Drama, Thriller",1954-06-22,Japan,27335.0,31513.0,41634.0,22245.0,7947.0,3143.0,1433.0,865.0,630.0,2241.0,8.1,7.8,8.2,8.1,8.2,8.1,8.0,8.2,8.1,8.2,8.0,7.0,8.0,8.0,8.2,138986.0,75.0,20821.0,54410.0,25761.0,90646.0,54.0,17782.0,47640.0,21644.0,13414.0,16.0,2801.0,6272.0,3767.0
1205489/,Gran Torino,2008,R,116,Drama,2009-01-09,USA,106889.0,184790.0,234297.0,119673.0,36404.0,12064.0,5184.0,2961.0,2079.0,4245.0,8.1,8.1,8.2,8.1,8.0,8.1,8.2,8.2,8.1,8.0,8.1,8.2,8.2,8.1,8.1,708586.0,181.0,141035.0,319123.0,73911.0,486184.0,136.0,119875.0,275229.0,62383.0,73886.0,30.0,19132.0,40060.0,10311.0
0077416/,The Deer Hunter,1978,R,183,"Drama, War",1979-02-23,USA,56824.0,74009.0,90524.0,48081.0,17662.0,7510.0,3687.0,2215.0,1554.0,3109.0,8.1,8.7,8.2,8.1,8.2,8.1,8.8,8.2,8.1,8.2,8.1,8.1,8.1,8.0,8.2,305175.0,116.0,40075.0,128886.0,56612.0,210749.0,88.0,35501.0,116673.0,48916.0,22873.0,19.0,4081.0,10834.0,6868.0
3011894/,Wild Tales,2014,R,122,"Comedy, Drama, Thriller",2014-08-21,Argentina,26547.0,43550.0,58844.0,28211.0,7959.0,2705.0,1121.0,638.0,456.0,1212.0,8.1,8.1,8.3,8.1,8.0,8.1,8.2,8.3,8.1,7.9,8.2,7.9,8.3,8.2,8.1,171243.0,69.0,38837.0,68222.0,14797.0,105054.0,50.0,29682.0,55244.0,12495.0,24393.0,12.0,8462.0,11900.0,1987.0
4729430/,Klaus,2019,PG,96,"Animation, Adventure, Comedy",2019-11-15,USA,16301.0,18864.0,23250.0,12110.0,3345.0,948.0,303.0,162.0,127.0,371.0,8.2,8.2,8.3,8.1,7.9,8.1,8.3,8.2,8.0,7.8,8.4,7.9,8.5,8.3,8.2,75781.0,207.0,19010.0,24388.0,4389.0,40698.0,143.0,13648.0,19300.0,3543.0,11173.0,38.0,4549.0,4519.0,740.0
0107207/,In the Name of the Father,1993,R,133,"Biography, Drama",1994-02-25,USA,21736.0,37858.0,55651.0,25591.0,6850.0,2428.0,997.0,594.0,430.0,1169.0,8.1,8.2,8.3,8.1,7.9,8.1,8.4,8.3,8.1,7.9,8.2,7.6,8.3,8.2,8.0,153304.0,63.0,23306.0,64661.0,25345.0,101041.0,43.0,19916.0,55027.0,21017.0,16749.0,11.0,3115.0,8852.0,3945.0
0978762/,Mary and Max,2009,Not Rated,92,"Animation, Comedy, Drama",2009-04-09,Australia,30020.0,39655.0,49163.0,25302.0,8474.0,3474.0,1522.0,1007.0,779.0,2101.0,8.1,8.5,8.2,8.1,7.9,8.1,8.6,8.1,8.0,7.8,8.4,7.9,8.4,8.4,8.2,161497.0,100.0,38068.0,74098.0,11723.0,95874.0,71.0,26421.0,55901.0,9294.0,32576.0,18.0,11181.0,17361.0,2251.0
8108198/,Andhadhun,2018,Not Rated,139,"Crime, Thriller",2018-10-05,USA,22442.0,17481.0,14089.0,6672.0,2425.0,944.0,409.0,291.0,256.0,1435.0,8.3,8.5,8.5,8.0,6.7,8.2,8.4,8.5,8.0,6.7,8.0,7.9,8.2,7.9,6.4,66444.0,127.0,18409.0,15610.0,1798.0,38818.0,98.0,16485.0,14052.0,1533.0,3717.0,10.0,1350.0,1332.0,228.0
2267998/,Gone Girl,2014,R,149,"Drama, Mystery, Thriller",2014-10-03,USA,110454.0,220216.0,288121.0,138754.0,43276.0,14989.0,6792.0,4139.0,2844.0,6644.0,8.1,8.3,8.3,8.0,7.7,8.1,8.3,8.4,8.0,7.7,8.1,8.1,8.2,7.9,7.7,836229.0,449.0,219361.0,292519.0,58454.0,478690.0,298.0,158719.0,230313.0,46385.0,138731.0,92.0,56457.0,57632.0,10931.0
2119532/,Hacksaw Ridge,2016,R,139,"Biography, Drama, History",2016-11-04,USA,81367.0,107143.0,128094.0,65952.0,21067.0,7779.0,3416.0,1721.0,1184.0,2521.0,8.1,8.5,8.3,7.9,8.0,8.1,8.4,8.3,7.9,8.0,8.3,8.0,8.4,8.1,8.3,420244.0,512.0,105741.0,128345.0,31686.0,251417.0,369.0,86658.0,110356.0,26877.0,42211.0,78.0,16892.0,16078.0,4230.0
2278388/,The Grand Budapest Hotel,2014,R,99,"Adventure, Comedy, Crime",2014-03-28,USA,108507.0,178687.0,216824.0,112377.0,39719.0,15091.0,6858.0,3950.0,2781.0,4782.0,8.1,8.4,8.3,8.0,7.8,8.1,8.4,8.3,8.0,7.8,8.1,8.5,8.3,8.1,7.9,689576.0,426.0,178662.0,245299.0,53426.0,396882.0,299.0,129101.0,192138.0,42711.0,115286.0,90.0,46253.0,49293.0,9636.0
0112471/,Before Sunrise,1995,R,101,"Drama, Romance",1995-01-27,USA,52989.0,59181.0,80259.0,42143.0,14935.0,6176.0,2806.0,1537.0,1240.0,2704.0,8.1,8.6,8.3,8.0,7.7,8.1,8.6,8.3,8.1,7.7,8.1,8.4,8.2,8.0,7.7,263970.0,141.0,61039.0,111293.0,22939.0,146266.0,88.0,39800.0,81134.0,18024.0,57004.0,33.0,20194.0,28895.0,4533.0
0118715/,The Big Lebowski,1998,R,117,"Comedy, Crime, Sport",1998-03-06,USA,160807.0,157197.0,189827.0,114639.0,47162.0,19480.0,9214.0,5561.0,4179.0,8038.0,8.1,8.2,8.0,8.2,8.0,8.1,8.3,8.1,8.2,8.1,7.8,7.6,7.7,7.8,7.8,716104.0,323.0,131636.0,312409.0,78759.0,475574.0,262.0,110313.0,271075.0,67568.0,70594.0,37.0,19156.0,37560.0,9904.0
0264464/,Catch Me If You Can,2002,PG-13,141,"Biography, Crime, Drama",2002-12-25,USA,109235.0,185974.0,308366.0,143426.0,36854.0,10834.0,3744.0,1938.0,1244.0,2007.0,8.1,8.4,8.3,8.0,7.7,8.1,8.4,8.3,8.0,7.6,8.1,8.0,8.3,7.9,7.8,803622.0,623.0,182649.0,308597.0,63783.0,476376.0,436.0,139536.0,249412.0,51579.0,113468.0,102.0,39076.0,54826.0,10984.0
0116231/,The Bandit,1996,,128,"Crime, Drama, Thriller",1996-11-29,Turkey,24203.0,13081.0,11719.0,6282.0,2373.0,1227.0,588.0,467.0,405.0,1823.0,8.2,6.8,8.3,8.4,6.9,8.2,7.0,8.3,8.3,7.1,8.3,6.9,8.4,8.5,6.0,62168.0,47.0,12491.0,27343.0,3434.0,40297.0,34.0,10854.0,23995.0,2863.0,5341.0,11.0,1461.0,2955.0,531.0
0060827/,Persona,1966,Not Rated,83,"Drama, Thriller",1967-03-16,USA,24490.0,20375.0,24847.0,14370.0,6597.0,3123.0,1536.0,1062.0,796.0,2206.0,8.1,8.3,8.3,8.0,7.8,8.1,8.4,8.3,8.0,7.8,8.2,7.8,8.3,8.2,7.9,99402.0,105.0,22669.0,38539.0,11127.0,60412.0,69.0,17191.0,31438.0,9081.0,14433.0,29.0,5125.0,6670.0,1917.0
0035446/,To Be or Not to Be,1942,Passed,99,"Comedy, War",1942-03-06,USA,6196.0,6544.0,7905.0,3785.0,1336.0,645.0,290.0,178.0,142.0,798.0,8.2,7.4,8.3,8.2,8.2,8.2,7.5,8.3,8.2,8.2,8.2,6.4,8.3,8.2,7.9,27819.0,30.0,3453.0,10551.0,7379.0,18500.0,18.0,2827.0,8898.0,6186.0,3315.0,11.0,581.0,1518.0,1108.0
1950186/,Ford v Ferrari,2019,PG-13,152,"Action, Biography, Drama",2019-11-15,USA,39449.0,67164.0,93420.0,41632.0,10484.0,3010.0,931.0,498.0,413.0,866.0,8.1,8.3,8.2,8.0,8.0,8.1,8.3,8.2,8.0,8.0,8.1,7.8,8.2,8.0,8.2,257867.0,484.0,56099.0,80644.0,23133.0,152314.0,353.0,46788.0,69434.0,19281.0,21631.0,51.0,6792.0,9231.0,3144.0
1392214/,Prisoners,2013,R,153,"Crime, Drama, Mystery",2013-09-20,USA,76733.0,147136.0,215683.0,100862.0,26454.0,8191.0,3160.0,1700.0,1128.0,2438.0,8.1,8.6,8.3,8.0,7.8,8.1,8.7,8.3,8.0,7.8,8.0,8.3,8.2,7.9,7.8,583485.0,334.0,150005.0,217414.0,40437.0,366098.0,237.0,120322.0,181198.0,33351.0,73093.0,54.0,26952.0,33091.0,6322.0
0017925/,The General,1926,Passed,67,"Action, Adventure, Comedy",1927-01-02,USA,16940.0,16501.0,22022.0,12414.0,4611.0,2258.0,1023.0,708.0,616.0,1916.0,8.1,8.0,8.1,8.1,8.2,8.2,8.0,8.2,8.1,8.3,8.0,8.0,7.9,8.0,8.1,79009.0,61.0,13034.0,29808.0,13997.0,51309.0,44.0,11174.0,26136.0,12096.0,7078.0,16.0,1712.0,3345.0,1730.0
0015324/,Sherlock Jr.,1924,Passed,45,"Action, Comedy, Romance",1924-05-11,USA,8119.0,8489.0,11690.0,5986.0,2224.0,1053.0,449.0,327.0,383.0,1194.0,8.2,7.7,8.3,8.1,8.1,8.2,7.8,8.3,8.1,8.1,8.1,7.7,8.2,8.1,7.9,39914.0,66.0,8602.0,15339.0,5373.0,26323.0,44.0,7261.0,13443.0,4555.0,3894.0,21.0,1231.0,1743.0,750.0
0892769/,How to Train Your Dragon,2010,PG,98,"Animation, Action, Adventure",2010-03-26,USA,121516.0,150562.0,210479.0,115100.0,34285.0,10516.0,3820.0,1913.0,1274.0,3610.0,8.1,8.1,8.2,8.1,7.9,8.0,8.0,8.1,8.0,7.8,8.4,8.2,8.5,8.4,8.2,653075.0,717.0,179364.0,244354.0,43100.0,377869.0,493.0,127196.0,188811.0,34117.0,119723.0,139.0,49313.0,52514.0,8254.0
0031679/,Mr. Smith Goes to Washington,1939,Passed,129,"Comedy, Drama",1939-10-19,USA,20937.0,24125.0,29521.0,16741.0,6094.0,2711.0,1221.0,834.0,640.0,1973.0,8.1,7.7,8.1,8.1,8.2,8.1,7.8,8.2,8.1,8.2,8.1,7.4,8.0,8.1,8.3,104797.0,51.0,13505.0,39944.0,22181.0,64947.0,32.0,11029.0,33484.0,18105.0,12724.0,16.0,2331.0,6047.0,3789.0
2024544/,12 Years a Slave,2013,R,134,"Biography, Drama, History",2013-11-08,USA,92511.0,157748.0,209301.0,105346.0,33833.0,11827.0,4919.0,2944.0,2195.0,5710.0,8.1,8.1,8.3,8.0,7.8,8.1,8.2,8.3,8.0,7.8,8.1,7.8,8.3,8.0,8.1,626334.0,329.0,164004.0,224370.0,47455.0,372373.0,217.0,123056.0,179325.0,37805.0,97590.0,79.0,38032.0,41719.0,8785.0
0072684/,Barry Lyndon,1975,PG,185,"Adventure, Drama, History",1975-12-18,USA,32809.0,29780.0,39713.0,23766.0,9241.0,4057.0,1907.0,1136.0,797.0,2629.0,8.1,8.7,8.3,8.0,7.8,8.1,8.8,8.4,8.1,7.9,7.7,8.0,7.8,7.7,7.6,145835.0,105.0,22426.0,59945.0,24574.0,98249.0,80.0,19377.0,53286.0,21491.0,11867.0,20.0,2703.0,5941.0,2708.0
1392190/,Mad Max: Fury Road,2015,R,120,"Action, Adventure, Sci-Fi",2015-05-15,USA,170779.0,205067.0,226306.0,133759.0,57329.0,25514.0,12987.0,8535.0,6222.0,12603.0,8.1,8.3,8.3,8.0,7.6,8.1,8.3,8.3,8.1,7.6,7.9,7.5,8.1,7.8,7.4,859101.0,642.0,204437.0,295424.0,62398.0,525305.0,500.0,167443.0,252024.0,53853.0,87312.0,61.0,32925.0,38535.0,7218.0
0074958/,Network,1976,R,121,Drama,1976-11-27,USA,27462.0,30789.0,41688.0,24709.0,9050.0,3571.0,1533.0,833.0,576.0,2047.0,8.1,8.1,8.2,8.1,8.0,8.1,8.2,8.2,8.1,8.0,7.9,7.7,7.9,7.9,8.0,142258.0,54.0,21331.0,60604.0,25541.0,98234.0,41.0,18778.0,54267.0,21583.0,11984.0,10.0,2288.0,5684.0,3556.0
0092005/,Stand by Me,1986,R,89,"Adventure, Drama",1986-11-26,USA,65538.0,77906.0,118231.0,63340.0,19082.0,6250.0,2255.0,1151.0,832.0,2116.0,8.1,8.3,8.1,8.1,8.1,8.0,8.2,8.0,8.0,8.0,8.2,8.5,8.2,8.2,8.3,356701.0,177.0,57244.0,150874.0,53315.0,216427.0,129.0,42598.0,120059.0,42813.0,55845.0,32.0,13863.0,29142.0,9725.0
0405159/,Million Dollar Baby,2004,PG-13,132,"Drama, Sport",2005-01-28,USA,96113.0,150214.0,206659.0,105716.0,34753.0,13061.0,5996.0,3384.0,2446.0,6416.0,8.1,8.2,8.2,8.0,8.0,8.1,8.2,8.2,8.0,8.0,8.0,8.1,8.2,8.0,7.9,624758.0,202.0,118666.0,278474.0,66397.0,397946.0,133.0,91826.0,228665.0,54616.0,87717.0,47.0,25039.0,46417.0,10696.0
0061512/,Cool Hand Luke,1967,GP,127,"Crime, Drama",1967-11-01,USA,28025.0,36980.0,50745.0,27033.0,8751.0,3197.0,1317.0,725.0,512.0,1498.0,8.1,7.6,8.1,8.1,8.2,8.1,7.9,8.1,8.1,8.2,8.0,6.7,8.0,7.9,8.2,158783.0,60.0,18545.0,63947.0,34794.0,107316.0,41.0,16206.0,56805.0,30049.0,13485.0,15.0,2141.0,6504.0,4289.0
1028532/,Hachi: A Dog's Tale,2009,G,93,"Drama, Family",2010-03-12,UK,64594.0,51444.0,66202.0,38386.0,14086.0,5477.0,2159.0,1298.0,959.0,2076.0,8.1,8.2,8.3,8.0,7.7,8.0,8.2,8.2,7.9,7.7,8.3,8.5,8.5,8.3,8.1,246681.0,229.0,69989.0,86442.0,17307.0,137350.0,146.0,47888.0,66077.0,13118.0,48232.0,59.0,20965.0,19273.0,3914.0
0097165/,Dead Poets Society,1989,PG,128,"Comedy, Drama",1989-06-09,USA,74909.0,92676.0,134948.0,68953.0,22908.0,8677.0,3835.0,2078.0,1368.0,2229.0,8.1,8.3,8.2,8.0,8.0,8.0,8.4,8.2,7.9,7.9,8.3,8.1,8.4,8.2,8.2,412581.0,262.0,85251.0,155103.0,51019.0,230019.0,161.0,57989.0,117855.0,40672.0,74794.0,71.0,25525.0,35167.0,9476.0
0052618/,Ben-Hur,1959,G,212,"Adventure, Drama, History",1959-11-18,Canada,44412.0,44933.0,63202.0,35610.0,13454.0,5774.0,2518.0,1550.0,1226.0,2670.0,8.1,7.9,8.1,8.0,8.2,8.1,8.0,8.1,8.1,8.2,7.9,7.7,7.8,7.8,8.0,215349.0,89.0,26495.0,86864.0,42843.0,141240.0,69.0,22524.0,75429.0,36409.0,21116.0,15.0,3646.0,10533.0,5841.0
0758758/,Into the Wild,2007,R,148,"Adventure, Biography, Drama",2007-10-19,USA,114195.0,136746.0,157590.0,88197.0,32668.0,13367.0,6139.0,3757.0,2819.0,6511.0,8.1,8.2,8.3,8.1,7.7,8.1,8.2,8.3,8.1,7.7,8.1,7.7,8.2,8.0,7.8,561989.0,181.0,134032.0,247336.0,42758.0,353286.0,122.0,98087.0,200769.0,34975.0,90227.0,37.0,33928.0,43770.0,7035.0
1201607/,Harry Potter and the Deathly Hallows: Part 2,2011,PG-13,130,"Adventure, Drama, Fantasy",2011-07-15,USA,178955.0,154885.0,205998.0,120493.0,43888.0,17035.0,6978.0,4105.0,3047.0,10073.0,8.1,8.5,8.3,7.9,7.8,8.0,8.4,8.2,7.8,7.7,8.5,8.5,8.7,8.4,8.3,745457.0,785.0,240502.0,245670.0,46057.0,424164.0,538.0,170136.0,186927.0,35667.0,142179.0,168.0,66338.0,55571.0,9644.0
0091763/,Platoon,1986,R,120,"Drama, War",1987-02-06,USA,54115.0,88281.0,131896.0,64779.0,19768.0,6897.0,2880.0,1608.0,1211.0,2767.0,8.1,7.8,8.0,8.1,8.1,8.1,7.9,8.0,8.1,8.1,7.8,7.5,7.7,7.8,7.9,374202.0,107.0,50823.0,163025.0,62997.0,262923.0,81.0,46075.0,149144.0,54901.0,24800.0,19.0,4146.0,12199.0,7227.0
3315342/,Logan,2017,R,137,"Action, Drama, Sci-Fi",2017-03-03,USA,130635.0,151960.0,177722.0,103159.0,37577.0,13292.0,5783.0,3089.0,2125.0,4355.0,8.1,8.6,8.3,7.9,7.7,8.1,8.6,8.3,7.9,7.7,7.9,8.5,8.1,7.8,7.7,629697.0,795.0,150724.0,196127.0,39810.0,375078.0,631.0,125464.0,168676.0,34220.0,57958.0,85.0,21922.0,24163.0,4772.0
0046268/,The Wages of Fear,1953,Not Rated,131,"Adventure, Drama, Thriller",1955-02-16,USA,9869.0,11864.0,15449.0,8181.0,2761.0,1428.0,582.0,420.0,437.0,2142.0,8.1,7.5,8.1,8.1,8.2,8.2,7.8,8.1,8.2,8.2,7.7,6.5,7.6,7.7,7.9,53133.0,27.0,6231.0,21331.0,11482.0,36263.0,20.0,5589.0,19436.0,10044.0,3705.0,5.0,584.0,1691.0,1294.0
0079470/,Monty Python's Life of Brian,1979,R,94,Comedy,1979-08-17,USA,68590.0,82468.0,105943.0,60281.0,22208.0,8871.0,3921.0,2220.0,1690.0,4004.0,8.1,8.3,8.0,8.1,8.2,8.1,8.3,8.0,8.1,8.2,8.0,8.0,7.9,8.0,8.1,360196.0,183.0,61301.0,148033.0,53519.0,234885.0,140.0,50295.0,126200.0,46279.0,38548.0,24.0,10134.0,20099.0,6424.0
1979320/,Rush,2013,R,123,"Action, Biography, Drama",2013-09-27,USA,62116.0,106499.0,149764.0,74665.0,19400.0,5753.0,2070.0,1042.0,811.0,1896.0,8.1,8.0,8.3,8.0,7.8,8.1,8.0,8.3,8.0,7.8,8.0,7.4,8.2,7.9,7.8,424016.0,146.0,107127.0,165474.0,33333.0,287504.0,114.0,91823.0,143902.0,28740.0,40593.0,16.0,13789.0,19273.0,3986.0
4016934/,The Handmaiden,2016,Not Rated,145,"Drama, Romance, Thriller",2016-06-01,South Korea,16025.0,26455.0,35425.0,17512.0,5314.0,2036.0,884.0,524.0,384.0,1035.0,8.1,8.2,8.3,8.0,7.7,8.0,8.4,8.3,7.9,7.7,8.1,7.2,8.3,8.0,7.7,105594.0,99.0,26311.0,36984.0,8360.0,59839.0,58.0,18857.0,29583.0,6944.0,16512.0,32.0,6851.0,6834.0,1253.0
0019254/,The Passion of Joan of Arc,1928,Passed,114,"Biography, Drama, History",1928-10-25,France,12560.0,7950.0,10723.0,6401.0,2707.0,1620.0,854.0,642.0,558.0,2018.0,8.1,8.0,8.2,8.1,8.2,8.2,7.8,8.2,8.1,8.2,8.1,8.5,8.1,8.1,8.2,46033.0,39.0,7502.0,17042.0,7218.0,28037.0,24.0,6297.0,14713.0,5969.0,4604.0,14.0,1101.0,2139.0,1163.0
0053198/,The 400 Blows,1959,Not Rated,99,"Crime, Drama",1959-11-16,USA,21084.0,21365.0,29486.0,16555.0,6101.0,2641.0,1187.0,725.0,624.0,2522.0,8.1,8.1,8.2,8.0,8.0,8.1,8.1,8.2,8.0,8.0,8.1,8.0,8.1,8.1,8.1,102290.0,78.0,19828.0,41171.0,14122.0,64722.0,53.0,15612.0,34681.0,11877.0,12548.0,18.0,3912.0,6039.0,2053.0
0048021/,Rififi,1955,Not Rated,118,"Crime, Drama, Thriller",1956-06-05,USA,4902.0,6397.0,8127.0,3788.0,1358.0,565.0,250.0,166.0,135.0,1134.0,8.2,7.6,8.2,8.2,8.1,8.2,7.5,8.2,8.2,8.2,7.9,10.0,7.9,7.9,7.7,26822.0,8.0,3433.0,11832.0,6226.0,19773.0,7.0,3101.0,10802.0,5321.0,2080.0,1.0,287.0,913.0,820.0
0060107/,Andrei Rublev,1966,R,205,"Biography, Drama, History",1973-10-01,USA,13954.0,7889.0,9848.0,5910.0,2410.0,1461.0,803.0,567.0,504.0,1672.0,8.1,8.5,8.3,8.1,8.1,8.1,8.5,8.3,8.1,8.1,8.2,8.5,8.3,8.1,8.3,45018.0,51.0,7114.0,16641.0,7044.0,27909.0,34.0,6111.0,14639.0,5948.0,3891.0,14.0,898.0,1836.0,1006.0
0395169/,Hotel Rwanda,2004,PG-13,121,"Biography, Drama, History",2005-02-04,USA,49074.0,81383.0,115625.0,56071.0,15184.0,4936.0,1962.0,1147.0,942.0,3511.0,8.1,7.9,8.1,8.1,7.9,8.1,7.8,8.0,8.1,7.9,8.2,8.2,8.2,8.2,8.2,329835.0,77.0,57770.0,159101.0,36408.0,217885.0,58.0,45522.0,133016.0,29665.0,44661.0,13.0,11544.0,24560.0,6247.0
1895587/,Spotlight,2015,R,129,"Biography, Crime, Drama",2015-11-20,USA,49650.0,101371.0,149193.0,74892.0,20567.0,6435.0,2188.0,1130.0,789.0,2034.0,8.1,7.8,8.2,8.0,8.0,8.0,7.8,8.2,8.0,8.0,8.1,7.5,8.2,8.0,8.3,408249.0,188.0,99831.0,141642.0,33063.0,235958.0,143.0,75714.0,113529.0,26296.0,59635.0,34.0,22028.0,25762.0,6047.0
0245712/,Amores Perros,2000,R,154,"Drama, Thriller",2001-04-13,USA,33209.0,55135.0,73865.0,35264.0,10988.0,4170.0,1798.0,1106.0,1048.0,3167.0,8.1,7.5,8.1,8.1,8.0,8.1,7.5,8.1,8.1,8.0,8.1,6.6,8.1,8.1,8.0,219750.0,55.0,31357.0,113555.0,24782.0,143159.0,43.0,24227.0,92433.0,20740.0,31444.0,7.0,6673.0,19775.0,3631.0
0113247/,La Haine,1995,Not Rated,98,"Crime, Drama",1996-02-23,USA,25609.0,34703.0,45978.0,23349.0,7341.0,3010.0,1292.0,813.0,666.0,2395.0,8.1,8.6,8.2,8.1,7.7,8.1,8.5,8.2,8.1,7.7,8.0,8.7,8.1,8.0,7.7,145156.0,78.0,28964.0,65674.0,13822.0,97291.0,61.0,23731.0,57050.0,11947.0,14882.0,14.0,4723.0,7800.0,1657.0
0087544/,Nausicaä of the Valley of the Wind,1984,PG,117,"Animation, Adventure, Fantasy",1987-11-25,USA,28518.0,32978.0,44064.0,24164.0,7976.0,3102.0,1250.0,807.0,681.0,2132.0,8.1,7.6,8.1,8.1,7.9,8.1,7.6,8.1,8.1,7.8,8.1,7.8,8.1,8.1,8.0,145672.0,98.0,31001.0,61574.0,12076.0,87880.0,66.0,22921.0,50029.0,10048.0,21415.0,25.0,7518.0,10719.0,1798.0
0075148/,Rocky,1976,PG,120,"Drama, Sport",1976-12-03,USA,93969.0,103582.0,166953.0,92271.0,28911.0,10280.0,3943.0,2298.0,1600.0,3625.0,8.1,8.2,8.1,8.0,8.0,8.1,8.2,8.1,8.1,8.0,7.6,8.0,7.7,7.5,7.7,507432.0,321.0,92247.0,210974.0,61489.0,347262.0,248.0,81972.0,190317.0,52828.0,37202.0,41.0,8899.0,18176.0,7702.0
0405508/,Rang De Basanti,2006,Not Rated,167,"Comedy, Drama",2006-01-26,USA,36406.0,27631.0,21612.0,10328.0,4176.0,2236.0,1194.0,877.0,936.0,3923.0,8.2,7.7,8.5,8.0,6.2,8.2,7.7,8.5,8.1,6.2,7.7,7.9,8.1,7.6,6.0,109319.0,57.0,30175.0,40380.0,3709.0,72801.0,47.0,27649.0,36552.0,2973.0,7234.0,7.0,2341.0,3603.0,693.0
1954470/,Gangs of Wasseypur,2012,R,321,"Action, Crime, Drama",2012-06-22,India,29214.0,20417.0,13969.0,6395.0,2414.0,1460.0,700.0,520.0,592.0,3259.0,8.2,7.0,8.6,8.0,5.8,8.2,7.3,8.7,8.0,5.9,6.8,4.9,7.3,6.9,5.0,78940.0,61.0,22958.0,25375.0,2327.0,52962.0,48.0,22084.0,24082.0,2031.0,2341.0,10.0,687.0,1143.0,271.0
0198781/,"Monsters, Inc.",2001,G,92,"Animation, Adventure, Comedy",2001-11-02,USA,124711.0,166514.0,285292.0,149858.0,44302.0,13576.0,4977.0,2580.0,1743.0,3420.0,8.0,8.1,8.2,8.0,8.0,8.0,8.1,8.1,7.9,8.0,8.2,8.0,8.3,8.2,8.2,796973.0,844.0,203576.0,284817.0,63644.0,448838.0,576.0,144260.0,220327.0,50953.0,138678.0,175.0,55439.0,60752.0,11569.0
0032976/,Rebecca,1940,Approved,130,"Drama, Mystery, Romance",1940-04-12,USA,21976.0,26615.0,36924.0,20222.0,7073.0,2792.0,1139.0,707.0,549.0,1760.0,8.1,7.9,8.1,8.0,8.2,8.0,8.2,8.0,8.0,8.1,8.3,7.0,8.2,8.2,8.5,119757.0,51.0,16800.0,46701.0,24003.0,67779.0,30.0,12009.0,35319.0,17958.0,22112.0,17.0,4587.0,10865.0,5706.0
